Artikel,Kalimat,Teks,Tag
,Kalimat40,",",O
,Kalimat40,senin,B-TIM
,Kalimat40,(,O
,Kalimat40,25/12/2023,I-TIM
,Kalimat40,),O
,Kalimat40,",",O
,Kalimat40,acara,O
,Kalimat40,ini,O
,Kalimat40,dihadiri,O
,Kalimat40,oleh,O
,Kalimat40,sejumlah,O
,Kalimat40,kiai,O
,Kalimat40,dan,O
,Kalimat40,tokoh,O
,Kalimat40,berpengaruh,O
,Kalimat40,seperti,O
,Kalimat40,",",O
,Kalimat40,kh,O
,Kalimat40,zamzami,B-PER
,Kalimat40,mahrus,I-PER
,Kalimat40,(,O
,Kalimat40,lirboyo,B-LOC
,Kalimat40,),O
,Kalimat40,",",O
,Kalimat40,kh,O
,Kalimat40,abdul,B-PER
,Kalimat40,muid,I-PER
,Kalimat40,shohib,I-PER
,Kalimat40,(,O
,Kalimat40,lirboyo,B-LOC
,Kalimat40,),O
,Kalimat40,",",O
,Kalimat40,kh,O
,Kalimat40,zidni,B-PER
,Kalimat40,ilman,I-PER
,Kalimat40,nafia,I-PER
,Kalimat40,(,O
,Kalimat40,ploso,B-LOC
,Kalimat40,),O
,Kalimat40,",",O
,Kalimat40,kh,O
,Kalimat40,fahim,B-PER
,Kalimat40,royani,I-PER
,Kalimat40,(,O
,Kalimat40,ploso,B-LOC
,Kalimat40,),O
,Kalimat40,",",O
,Kalimat40,kh,O
,Kalimat40,makmun,B-PER
,Kalimat40,mahfudz,I-PER
,Kalimat40,(,O
,Kalimat40,ploso,B-LOC
,Kalimat40,),O
,Kalimat40,",",O
,Kalimat40,kh,O
,Kalimat40,cholil,B-PER
,Kalimat40,nawawie,I-PER
,Kalimat40,(,O
,Kalimat40,sidogiri,B-LOC
,Kalimat40,),O
,Kalimat40,",",O
,Kalimat40,kh,O
,Kalimat40,abdul,B-PER
,Kalimat40,mukti,B-PER
,Kalimat40,(,O
,Kalimat40,sidogiri,B-LOC
,Kalimat40,),O
,Kalimat40,",",O
,Kalimat40,dan,O
,Kalimat40,gus,O
,Kalimat40,najib,B-PER
,Kalimat40,hamid,I-PER
,Kalimat40,(,O
,Kalimat40,paiton,B-LOC
,Kalimat40,probolinggo,I-LOC
,Kalimat40,),O
,Kalimat40,.,O
,Kalimat41,m,O
,Kalimat41,husni,B-PER
,Kalimat41,zuhri,I-PER
,Kalimat41,(,O
,Kalimat41,pengasuh,O
,Kalimat41,pondok,O
,Kalimat41,pesantren,O
,Kalimat41,miftahul,B-PER
,Kalimat41,ulum,I-PER
,Kalimat41,banyuputih,B-LOC
,Kalimat41,lumajang,I-LOC
,Kalimat41,),O
,Kalimat41,",",O
,Kalimat41,kh,O
,Kalimat41,.,O
,Kalimat42,muhtar,B-PER
,Kalimat42,(,O
,Kalimat42,pengasuh,O
,Kalimat42,pondok,O
,Kalimat42,pesantren,O
,Kalimat42,ulil,B-PER
,Kalimat42,albab,I-PER
,Kalimat42,yosowilangun,B-LOC
,Kalimat42,),O
,Kalimat42,content,O
,Kalimat42,kh,O
,Kalimat42,cholil,B-PER
,Kalimat42,nawawie,I-PER
,Kalimat42,dari,O
,Kalimat42,sidogiri,B-LOC
,Kalimat42,menegaskan,O
,Kalimat42,bahwa,O
,Kalimat42,laskar,B-PER
,Kalimat42,santri,O
,Kalimat42,lumajang,B-LOC
,Kalimat42,ini,O
,Kalimat42,terbentuk,O
,Kalimat42,atas,O
,Kalimat42,inisiatif,O
,Kalimat42,sendiri,O
,Kalimat42,.,O
Artikel10,Kalimat43,yahyah,B-PER
,Kalimat43,cholil,I-PER
,Kalimat43,staquf,I-PER
,Kalimat43,atau,O
,Kalimat43,gus,O
,Kalimat43,yahya,B-PER
,Kalimat43,yang,O
,Kalimat43,menyebut,O
,Kalimat43,cawapres,O
,Kalimat43,muhamin,B-PER
,Kalimat43,iskandar,I-PER
,Kalimat43,atau,O
,Kalimat43,cak,O
,Kalimat43,imin,B-PER
,Kalimat43,mungkin,O
,Kalimat43,tidak,O
,Kalimat43,menang,O
,Kalimat43,dalam,O
,Kalimat43,pilpres,O
,Kalimat43,2024,B-TIM
,Kalimat43,mendatang,O
,Kalimat43,.,O
,Kalimat44,calon,O
,Kalimat44,presiden,O
,Kalimat44,nomor,O
,Kalimat44,urut,O
,Kalimat44,1,B-TIM
,Kalimat44,anies,B-PER
,Kalimat44,baswedan,I-PER
,Kalimat44,merespons,O
,Kalimat44,candaan,O
,Kalimat44,gus,O
,Kalimat44,yahya,B-PER
,Kalimat44,.,O
,Kalimat45,biar,O
,Kalimat45,para,O
,Kalimat45,pengamat,O
,Kalimat45,saja,O
,Kalimat45,yang,O
,Kalimat45,bertugas,O
,Kalimat45,untuk,O
,Kalimat45,mengamati,O
,Kalimat45,",",O
,Kalimat45,yang,O
,Kalimat45,punya,O
,Kalimat45,tugas,O
,Kalimat45,jalankan,O
,Kalimat45,saja,O
,Kalimat45,tugas,O
,Kalimat45,utamanya,O
,Kalimat45,",",O
,Kalimat45,',O
,Kalimat45,kata,O
,Kalimat45,anies,B-PER
,Kalimat45,kepada,O
,Kalimat45,wartawan,O
,Kalimat45,",",O
,Kalimat45,dilansir,O
,Kalimat45,detikjateng,B-ORG
,Kalimat45,",",O
,Kalimat45,senin,B-TIM
,Kalimat45,(,O
,Kalimat45,25/12/2023,I-TIM
,Kalimat45,),O
,Kalimat45,.,O
,Kalimat46,lebih,O
,Kalimat46,lanjut,O
,Kalimat46,",",O
,Kalimat46,anies,B-PER
,Kalimat46,mengatakan,O
,Kalimat46,",",O
,Kalimat46,saat,O
,Kalimat46,ini,O
,Kalimat46,dirinya,O
,Kalimat46,sedang,O
,Kalimat46,mendapat,O
,Kalimat46,tugas,O
,Kalimat46,sebagai,O
,Kalimat46,calon,O
,Kalimat46,presiden,O
,Kalimat46,pada,O
,Kalimat46,pemilu,O
,Kalimat46,2024,B-TIM
,Kalimat46,mendatang,O
,Kalimat46,.,O
,Kalimat47,maka,O
,Kalimat47,tugas,O
,Kalimat47,utamanya,O
,Kalimat47,sekarang,O
,Kalimat47,adalah,O
,Kalimat47,melalukan,O
,Kalimat47,sosialisasi,O
,Kalimat47,atas,O
,Kalimat47,gagasan,O
,Kalimat47,dan,O
,Kalimat47,ide,O
,Kalimat47,yang,O
,Kalimat47,dimiliki,O
,Kalimat47,.,O
Artikel11,Kalimat48,relawan,O
,Kalimat48,laskar,O
,Kalimat48,pembela,O
,Kalimat48,keadilan,O
,Kalimat48,dan,O
,Kalimat48,keberpihakan,O
,Kalimat48,masyarakat,O
,Kalimat48,(,O
,Kalimat48,lpkkm,B-ORG
,Kalimat48,),O
,Kalimat48,mendeklarasikan,O
,Kalimat48,dukungan,O
,Kalimat48,kepada,O
,Kalimat48,pasangan,O
,Kalimat48,anies,B-PER
,Kalimat48,baswedan,I-PER
,Kalimat48,dan,O
,Kalimat48,muhaimin,B-PER
,Kalimat48,iskandar,I-PER
,Kalimat48,(,O
,Kalimat48,amin,O
,Kalimat48,),O
,Kalimat48,.,O
,Kalimat49,kapten,O
,Kalimat49,timnas,O
,Kalimat49,amin,O
,Kalimat49,",",O
,Kalimat49,muhammad,B-PER
,Kalimat49,syaugi,I-PER
,Kalimat49,menyebut,O
,Kalimat49,bola,O
,Kalimat49,salju,O
,Kalimat49,perubahan,O
,Kalimat49,sudah,O
,Kalimat49,tak,O
,Kalimat49,bisa,O
,Kalimat49,dibendung,O
,Kalimat49,.,O
,Kalimat50,deklarasi,O
,Kalimat50,dinyatakan,O
,Kalimat50,di,O
,Kalimat50,rumah,O
,Kalimat50,pemenangan,O
,Kalimat50,timnas,O
,Kalimat50,amin,O
,Kalimat50,",",O
,Kalimat50,diponegoro,B-LOC
,Kalimat50,10,B-TIM
,Kalimat50,",",O
,Kalimat50,menteng,B-LOC
,Kalimat50,",",O
,Kalimat50,jakarta,B-LOC
,Kalimat50,pusat,I-LOC
,Kalimat50,.,O
,Kalimat51,dukungan,O
,Kalimat51,itu,O
,Kalimat51,diterima,O
,Kalimat51,langsung,O
,Kalimat51,oleh,O
,Kalimat51,kapten,O
,Kalimat51,timnas,O
,Kalimat51,amin,O
,Kalimat51,",",O
,Kalimat51,syaugi,B-PER
,Kalimat51,.,O
,Kalimat52,ia,O
,Kalimat52,menyebut,O
,Kalimat52,anies,B-PER
,Kalimat52,",",O
,Kalimat52,cak,B-PER
,Kalimat52,imin,I-PER
,Kalimat52,hingga,O
,Kalimat52,timnas,O
,Kalimat52,amin,O
,Kalimat52,mengapresiasi,O
,Kalimat52,dukungan,O
,Kalimat52,itu,O
,Kalimat52,.,O
Artikel12,Kalimat53,anies,B-PER
,Kalimat53,menerima,O
,Kalimat53,banyak,O
,Kalimat53,ungkapan,O
,Kalimat53,kekhawatiran,O
,Kalimat53,usai,O
,Kalimat53,presiden,O
,Kalimat53,jokowi,B-PER
,Kalimat53,menyatakan,O
,Kalimat53,akan,O
,Kalimat53,cawe-cawe,O
,Kalimat53,demi,O
,Kalimat53,bangsa,O
,Kalimat53,dan,O
,Kalimat53,negara,O
,Kalimat53,termasuk,O
,Kalimat53,soal,O
,Kalimat53,pemilu,O
,Kalimat53,2024.,B-TIM
,Kalimat53,ungkapan,O
,Kalimat53,kekhawatiran,O
,Kalimat53,itu,O
,Kalimat53,antara,O
,Kalimat53,lain,O
,Kalimat53,penjegalan,O
,Kalimat53,.,O
Artikel13,Kalimat54,selain,O
,Kalimat54,kunjungan,O
,Kalimat54,gubernur,O
,Kalimat54,anies,B-PER
,Kalimat54,",",O
,Kalimat54,rangkaian,O
,Kalimat54,kegiatan,O
,Kalimat54,lainnya,O
,Kalimat54,yaitu,O
,Kalimat54,publikasi,O
,Kalimat54,melalui,O
,Kalimat54,videotron,O
,Kalimat54,dan,O
,Kalimat54,lighting,O
,Kalimat54,di,O
,Kalimat54,aset,O
,Kalimat54,pemprov,O
,Kalimat54,dki,B-LOC
,Kalimat54,jakarta,I-LOC
,Kalimat54,pada,O
,Kalimat54,jumat,B-TIM
,Kalimat54,",",O
,Kalimat54,25,I-TIM
,Kalimat54,Februari-11,I-TIM
,Kalimat54,maret,I-TIM
,Kalimat54,2022,I-TIM
,Kalimat54,.,O
Artikel14,Kalimat55,hal,O
,Kalimat55,ini,O
,Kalimat55,dilakukan,O
,Kalimat55,untuk,O
,Kalimat55,mendukung,O
,Kalimat55,pasangan,O
,Kalimat55,cak,O
,Kalimat55,anies,B-PER
,Kalimat55,imin,B-PER
,Kalimat55,(,O
,Kalimat55,amin,O
,Kalimat55,),O
,Kalimat55,pada,O
,Kalimat55,pilpres,O
,Kalimat55,2024,B-TIM
,Kalimat55,nanti,O
,Kalimat55,.,O
,Kalimat56,pasangan,O
,Kalimat56,amin,O
,Kalimat56,dianggap,O
,Kalimat56,pasangan,O
,Kalimat56,paling,O
,Kalimat56,ideal,O
,Kalimat56,untuk,O
,Kalimat56,dititipkan,O
,Kalimat56,amanah,O
,Kalimat56,keumatan,O
,Kalimat56,dan,O
,Kalimat56,kemaslahatan,O
,Kalimat56,oleh,O
,Kalimat56,para,O
,Kalimat56,kiai,O
,Kalimat56,kampung,O
,Kalimat56,di,O
,Kalimat56,demak,B-LOC
,Kalimat56,khususnya,O
,Kalimat56,dan,O
,Kalimat56,indonesia,B-LOC
,Kalimat56,pada,O
,Kalimat56,umumnya,O
,Kalimat56,.,O
,Kalimat57,selain,O
,Kalimat57,itu,O
,Kalimat57,",",O
,Kalimat57,akan,O
,Kalimat57,dilakukan,O
,Kalimat57,kopdar,O
,Kalimat57,dan,O
,Kalimat57,silaturahmi,O
,Kalimat57,aminpreneur,O
,Kalimat57,.,O
,Kalimat58,contentacara,O
,Kalimat58,ini,O
,Kalimat58,disebut,O
,Kalimat58,menjadi,O
,Kalimat58,rangkaian,O
,Kalimat58,kegiatan,O
,Kalimat58,amin,O
,Kalimat58,untuk,O
,Kalimat58,menyerap,O
,Kalimat58,aspirasi,O
,Kalimat58,dari,O
,Kalimat58,1000,O
,Kalimat58,lebih,O
,Kalimat58,pengusaha,O
,Kalimat58,muda,O
,Kalimat58,atau,O
,Kalimat58,santri,O
,Kalimat58,yang,O
,Kalimat58,tersebar,O
,Kalimat58,dari,O
,Kalimat58,berbagai,O
,Kalimat58,daerah,O
,Kalimat58,dan,O
,Kalimat58,berbagai,O
,Kalimat58,jenis,O
,Kalimat58,usaha,O
,Kalimat58,.,O
,Kalimat59,ia,O
,Kalimat59,menyebut,O
,Kalimat59,dua,O
,Kalimat59,rangkaian,O
,Kalimat59,kegitan,O
,Kalimat59,amin,O
,Kalimat59,ini,O
,Kalimat59,merupakan,O
,Kalimat59,iktikad,O
,Kalimat59,politik,O
,Kalimat59,dalam,O
,Kalimat59,rangka,O
,Kalimat59,melangitkan,O
,Kalimat59,amin,O
,Kalimat59,dan,O
,Kalimat59,mengkosolidasikan,O
,Kalimat59,kekuatan,O
,Kalimat59,masyarakat,O
,Kalimat59,untuk,O
,Kalimat59,bersama-sama,O
,Kalimat59,menyukseskan,O
,Kalimat59,kemenangan,O
,Kalimat59,amin,O
,Kalimat59,.,O
Artikel15,Kalimat60,capres,O
,Kalimat60,nomor,O
,Kalimat60,urut,O
,Kalimat60,1,O
,Kalimat60,anies,B-PER
,Kalimat60,baswedan,I-PER
,Kalimat60,dilaporkan,O
,Kalimat60,ke,O
,Kalimat60,bawaslu,B-ORG
,Kalimat60,ri,O
,Kalimat60,oleh,O
,Kalimat60,sekelompok,O
,Kalimat60,orang,O
,Kalimat60,mengatasnamakan,O
,Kalimat60,advokat,O
,Kalimat60,pengawal,O
,Kalimat60,demokrasi,O
,Kalimat60,(,O
,Kalimat60,apd,B-ORG
,Kalimat60,),O
,Kalimat60,lantaran,O
,Kalimat60,dianggap,O
,Kalimat60,menyindir,O
,Kalimat60,dan,O
,Kalimat60,menjadikan,O
,Kalimat60,paslon,O
,Kalimat60,lain,O
,Kalimat60,sebagai,O
,Kalimat60,bahan,O
,Kalimat60,bercandaan,O
,Kalimat60,saat,O
,Kalimat60,pidato,O
,Kalimat60,.,O
,Kalimat61,anggota,O
,Kalimat61,bawaslu,B-ORG
,Kalimat61,ri,O
,Kalimat61,puadi,B-PER
,Kalimat61,mengatakan,O
,Kalimat61,pihaknya,O
,Kalimat61,telah,O
,Kalimat61,menerima,O
,Kalimat61,laporan,O
,Kalimat61,itu,O
,Kalimat61,dan,O
,Kalimat61,tengah,O
,Kalimat61,dilakukan,O
,Kalimat61,kajian,O
,Kalimat61,awal,O
,Kalimat61,.,O
,Kalimat62,puadi,B-PER
,Kalimat62,mengatakan,O
,Kalimat62,pihaknya,O
,Kalimat62,sedang,O
,Kalimat62,mengecek,O
,Kalimat62,apakah,O
,Kalimat62,laporan,O
,Kalimat62,tersebut,O
,Kalimat62,memenuhi,O
,Kalimat62,syarat,O
,Kalimat62,formil,O
,Kalimat62,materiil,O
,Kalimat62,.,O
,Kalimat63,jadi,O
,Kalimat63,kita,O
,Kalimat63,punya,O
,Kalimat63,waktu,O
,Kalimat63,dua,O
,Kalimat63,hari,O
,Kalimat63,untuk,O
,Kalimat63,melakukan,O
,Kalimat63,kajian,O
,Kalimat63,awal,O
,Kalimat63,apakah,O
,Kalimat63,laporan,O
,Kalimat63,itu,O
,Kalimat63,memenuhi,O
,Kalimat63,syarat,O
,Kalimat63,formil,O
,Kalimat63,materiil,O
,Kalimat63,atau,O
,Kalimat63,tidak,O
,Kalimat63,.,O
,Kalimat64,kalau,O
,Kalimat64,nanti,O
,Kalimat64,laporannya,O
,Kalimat64,selama,O
,Kalimat64,dua,O
,Kalimat64,hari,O
,Kalimat64,dilakukan,O
,Kalimat64,kajian,O
,Kalimat64,awal,O
,Kalimat64,memenuhi,O
,Kalimat64,syarat,O
,Kalimat64,formil,O
,Kalimat64,materiil,O
,Kalimat64,",",O
,Kalimat64,ya,O
,Kalimat64,",",O
,Kalimat64,berarti,O
,Kalimat64,kita,O
,Kalimat64,langsung,O
,Kalimat64,proses,O
,Kalimat64,klarifikasi,O
,Kalimat64,",",O
,Kalimat64,',O
,Kalimat64,kata,O
,Kalimat64,dia,O
,Kalimat64,.,O
Artikel16,Kalimat65,calon,O
,Kalimat65,presiden,O
,Kalimat65,nomor,O
,Kalimat65,urut,O
,Kalimat65,1,O
,Kalimat65,anies,B-PER
,Kalimat65,baswedan,I-PER
,Kalimat65,menantang,O
,Kalimat65,relawan,O
,Kalimat65,pendukung,O
,Kalimat65,untuk,O
,Kalimat65,meraup,O
,Kalimat65,suara,O
,Kalimat65,sebanyak-banyaknya,O
,Kalimat65,di,O
,Kalimat65,banten,B-LOC
,Kalimat65,.,O
,Kalimat66,tantangan,O
,Kalimat66,ini,O
,Kalimat66,dijawab,O
,Kalimat66,relawan,O
,Kalimat66,dan,O
,Kalimat66,pendukung,O
,Kalimat66,dengan,O
,Kalimat66,menargetkan,O
,Kalimat66,perolehan,O
,Kalimat66,suara,O
,Kalimat66,sebanyak,O
,Kalimat66,70,O
,Kalimat66,persen,O
,Kalimat66,.,O
,Kalimat67,ribuan,O
,Kalimat67,massa,O
,Kalimat67,pendukung,O
,Kalimat67,memenuhi,O
,Kalimat67,ruangan,O
,Kalimat67,gor,O
,Kalimat67,baik,O
,Kalimat67,itu,O
,Kalimat67,relawan,O
,Kalimat67,",",O
,Kalimat67,warga,O
,Kalimat67,dan,O
,Kalimat67,simpatisan,O
,Kalimat67,partai,O
,Kalimat67,pendukung,O
,Kalimat67,.,O
,Kalimat68,di,O
,Kalimat68,hadapan,O
,Kalimat68,massa,O
,Kalimat68,",",O
,Kalimat68,anies,B-PER
,Kalimat68,mengatakan,O
,Kalimat68,bahwa,O
,Kalimat68,kemenangan,O
,Kalimat68,pasangan,O
,Kalimat68,anies,B-PER
,Kalimat68,baswedan-muhaimin,B-PER
,Kalimat68,iskandar,I-PER
,Kalimat68,tidak,O
,Kalimat68,diberikan,O
,Kalimat68,secara,O
,Kalimat68,otomatis,O
,Kalimat68,.,O
,Kalimat69,ia,O
,Kalimat69,menyebut,O
,Kalimat69,bahwa,O
,Kalimat69,tantangan,O
,Kalimat69,kemenangan,O
,Kalimat69,juga,O
,Kalimat69,katanya,O
,Kalimat69,sangat,O
,Kalimat69,besar,O
,Kalimat69,.,O
Artikel17,Kalimat70,``,O
,Kalimat70,kita,O
,Kalimat70,itu,O
,Kalimat70,akan,O
,Kalimat70,selalu,O
,Kalimat70,merasakan,O
,Kalimat70,ada,O
,Kalimat70,suasana,O
,Kalimat70,nyaman,O
,Kalimat70,dan,O
,Kalimat70,tidak,O
,Kalimat70,nyaman,O
,Kalimat70,",",O
,Kalimat70,itu,O
,Kalimat70,bagian,O
,Kalimat70,dari,O
,Kalimat70,perjalanan,O
,Kalimat70,kita,O
,Kalimat70,",",O
,Kalimat70,kapan,O
,Kalimat70,pun,O
,Kalimat70,kita,O
,Kalimat70,akan,O
,Kalimat70,merasakan,O
,Kalimat70,itu,O
,Kalimat70,.,O
,Kalimat71,ada,O
,Kalimat71,suasana,O
,Kalimat71,kita,O
,Kalimat71,nyaman,O
,Kalimat71,dan,O
,Kalimat71,tidak,O
,Kalimat71,nyaman,O
,Kalimat71,",",O
,Kalimat71,',O
,Kalimat71,kata,O
,Kalimat71,anies,B-PER
,Kalimat71,mengawali,O
,Kalimat71,jawabannya,O
,Kalimat71,",",O
,Kalimat71,kamis,B-TIM
,Kalimat71,(,O
,Kalimat71,21/12/2023,I-TIM
,Kalimat71,),O
,Kalimat71,.,O
,Kalimat72,anies,B-PER
,Kalimat72,content,O
,Kalimat72,mengatakan,O
,Kalimat72,jika,O
,Kalimat72,seseorang,O
,Kalimat72,sering,O
,Kalimat72,menghadapi,O
,Kalimat72,perasaan,O
,Kalimat72,nyaman,O
,Kalimat72,dan,O
,Kalimat72,tidak,O
,Kalimat72,nyaman,O
,Kalimat72,maka,O
,Kalimat72,akan,O
,Kalimat72,menimbulkan,O
,Kalimat72,stabilitas,O
,Kalimat72,emosi,O
,Kalimat72,.,O
,Kalimat73,``,O
,Kalimat73,makin,O
,Kalimat73,sering,O
,Kalimat73,anda,O
,Kalimat73,merasakan,O
,Kalimat73,suasana,O
,Kalimat73,nyaman,O
,Kalimat73,dan,O
,Kalimat73,tidak,O
,Kalimat73,nyaman,O
,Kalimat73,",",O
,Kalimat73,makin,O
,Kalimat73,anda,O
,Kalimat73,terbiasa,O
,Kalimat73,untuk,O
,Kalimat73,memiliki,O
,Kalimat73,kalau,O
,Kalimat73,saya,O
,Kalimat73,istilahkan,O
,Kalimat73,stabilitas,O
,Kalimat73,emosi,O
,Kalimat73,.,O
,Kalimat74,``,O
,Kalimat74,pemimpin,O
,Kalimat74,itu,O
,Kalimat74,bukan,O
,Kalimat74,dibutuhkan,O
,Kalimat74,kesantunannya,O
,Kalimat74,",",O
,Kalimat74,pemimpin,O
,Kalimat74,itu,O
,Kalimat74,dibutuhkan,O
,Kalimat74,stabilitasnya,O
,Kalimat74,",",O
,Kalimat74,karena,O
,Kalimat74,stabilitasnya,O
,Kalimat74,ada,O
,Kalimat74,dalam,O
,Kalimat74,dirinya,O
,Kalimat74,",",O
,Kalimat74,jiwanya,O
,Kalimat74,",",O
,Kalimat74,bukan,O
,Kalimat74,di,O
,Kalimat74,dalam,O
,Kalimat74,tampilan,O
,Kalimat74,luar,O
,Kalimat74,",",O
,Kalimat74,tampilan,O
,Kalimat74,luarnya,O
,Kalimat74,santun,O
,Kalimat74,",",O
,Kalimat74,sopan,O
,Kalimat74,ini,O
,Kalimat74,tampilan,O
,Kalimat74,luar,O
,Kalimat74,",",O
,Kalimat74,tapi,O
,Kalimat74,yang,O
,Kalimat74,dibutuhkan,O
,Kalimat74,bukan,O
,Kalimat74,tampilan,O
,Kalimat74,luarnya,O
,Kalimat74,yang,O
,Kalimat74,dibutuhkan,O
,Kalimat74,adalah,O
,Kalimat74,stabilitas,O
,Kalimat74,emosi,O
,Kalimat74,",",O
,Kalimat74,',O
,Kalimat74,ujar,O
,Kalimat74,anies,B-PER
,Kalimat74,.,O
Artikel18,Kalimat75,wakil,O
,Kalimat75,presiden,O
,Kalimat75,ke-10,B-TIM
,Kalimat75,dan,O
,Kalimat75,ke-12,I-TIM
,Kalimat75,ri,O
,Kalimat75,jusuf,B-PER
,Kalimat75,kalla,I-PER
,Kalimat75,(,O
,Kalimat75,jk,O
,Kalimat75,),O
,Kalimat75,resmi,O
,Kalimat75,menyatakan,O
,Kalimat75,dukungan,O
,Kalimat75,ke,O
,Kalimat75,pasangan,O
,Kalimat75,calon,O
,Kalimat75,nomor,O
,Kalimat75,urut,O
,Kalimat75,1,B-TIM
,Kalimat75,anies,B-PER
,Kalimat75,baswedan,I-PER
,Kalimat75,muhaimin,I-PER
,Kalimat75,iskandar,I-PER
,Kalimat75,(,O
,Kalimat75,cak,O
,Kalimat75,imin,B-PER
,Kalimat75,),O
,Kalimat75,di,O
,Kalimat75,pilpres,O
,Kalimat75,2024.,B-TIM
,Kalimat75,dukungan,O
,Kalimat75,jk,O
,Kalimat75,ke,O
,Kalimat75,anies,B-PER
,Kalimat75,itu,O
,Kalimat75,awalnya,O
,Kalimat75,viral,O
,Kalimat75,lewat,O
,Kalimat75,video,O
,Kalimat75,beredar,O
,Kalimat75,di,O
,Kalimat75,media,O
,Kalimat75,sosial,O
,Kalimat75,.,O
,Kalimat76,dukungan,O
,Kalimat76,jk,O
,Kalimat76,ke,O
,Kalimat76,anies,B-PER
,Kalimat76,cak,O
,Kalimat76,imin,B-PER
,Kalimat76,disampaikan,O
,Kalimat76,di,O
,Kalimat76,makassar,B-LOC
,Kalimat76,.,O
,Kalimat77,tidak,O
,Kalimat77,hanya,O
,Kalimat77,itu,O
,Kalimat77,",",O
,Kalimat77,menurut,O
,Kalimat77,jk,O
,Kalimat77,",",O
,Kalimat77,anies,B-PER
,Kalimat77,memiliki,O
,Kalimat77,keunggulan,O
,Kalimat77,dalam,O
,Kalimat77,segi,O
,Kalimat77,pengetahuan,O
,Kalimat77,",",O
,Kalimat77,pengalaman,O
,Kalimat77,",",O
,Kalimat77,kejujuran,O
,Kalimat77,serta,O
,Kalimat77,integritas,O
,Kalimat77,.,O
,Kalimat78,simak,O
,Kalimat78,respons,O
,Kalimat78,anies,B-PER
,Kalimat78,cak,O
,Kalimat78,imin,B-PER
,Kalimat78,di,O
,Kalimat78,halaman,O
,Kalimat78,berikut,O
,Kalimat78,saksikan,O
,Kalimat78,video,O
,Kalimat78,tkn,O
,Kalimat78,soal,O
,Kalimat78,jk,O
,Kalimat78,dukung,O
,Kalimat78,amin,O
,Kalimat78,:,O
,Kalimat78,tak,O
,Kalimat78,banyak,O
,Kalimat78,berpengaruh,O
,Kalimat78,,O
,Kalimat78,:,O
,Kalimat78,[,O
,Kalimat78,gambas,O
,Kalimat78,:,O
,Kalimat78,video,O
,Kalimat78,20detik,B-TIM
,Kalimat78,],O
,Kalimat78,halaman,O
,Kalimat78,1,B-TIM
,Kalimat78,2,I-TIM
,Kalimat78,3,I-TIM
,Kalimat78,selanjutnya,O
Artikel19,Kalimat78,cawapres,O
,Kalimat78,nomor,O
,Kalimat78,urut,O
,Kalimat78,1,B-TIM
,Kalimat78,",",O
,Kalimat78,muhaimin,B-PER
,Kalimat78,iskandar,I-PER
,Kalimat78,atau,O
,Kalimat78,cak,O
,Kalimat78,imin,B-PER
,Kalimat78,",",O
,Kalimat78,merespons,O
,Kalimat78,positif,O
,Kalimat78,dukungan,O
,Kalimat78,yang,O
,Kalimat78,diberikan,O
,Kalimat78,wakil,O
,Kalimat78,presiden,O
,Kalimat78,indonesia,B-LOC
,Kalimat78,ke-10,B-TIM
,Kalimat78,dan,O
,Kalimat78,ke-12,B-TIM
,Kalimat78,",",O
,Kalimat78,jusuf,B-PER
,Kalimat78,kalla,I-PER
,Kalimat78,(,O
,Kalimat78,jk,O
,Kalimat78,),O
,Kalimat78,",",O
,Kalimat78,kepada,O
,Kalimat78,pasangan,O
,Kalimat78,anies,B-PER
,Kalimat78,baswedan,I-PER
,Kalimat78,dan,O
,Kalimat78,cak,O
,Kalimat78,imin,B-PER
,Kalimat78,.,O
,Kalimat79,cak,O
,Kalimat79,imin,B-PER
,Kalimat79,mengaku,O
,Kalimat79,sempat,O
,Kalimat79,merasa,O
,Kalimat79,khawatir,O
,Kalimat79,jika,O
,Kalimat79,jk,O
,Kalimat79,mengubah,O
,Kalimat79,dukungan,O
,Kalimat79,.,O
,Kalimat80,namun,O
,Kalimat80,setelah,O
,Kalimat80,kepastian,O
,Kalimat80,dukungan,O
,Kalimat80,jk,O
,Kalimat80,muncul,O
,Kalimat80,",",O
,Kalimat80,cak,O
,Kalimat80,imin,B-PER
,Kalimat80,merasa,O
,Kalimat80,bahagia,O
,Kalimat80,.,O
,Kalimat81,sebelumnya,O
,Kalimat81,",",O
,Kalimat81,wakil,O
,Kalimat81,presiden,O
,Kalimat81,ke-10,B-TIM
,Kalimat81,dan,O
,Kalimat81,ke-12,B-TIM
,Kalimat81,ri,O
,Kalimat81,jusuf,B-PER
,Kalimat81,kalla,I-PER
,Kalimat81,(,O
,Kalimat81,jk,O
,Kalimat81,),O
,Kalimat81,resmi,O
,Kalimat81,menyampaikan,O
,Kalimat81,dukungan,O
,Kalimat81,ke,O
,Kalimat81,pasangan,O
,Kalimat81,anies,B-PER
,Kalimat81,baswedan,I-PER
,Kalimat81,dan,O
,Kalimat81,cak,O
,Kalimat81,imin,B-PER
,Kalimat81,di,O
,Kalimat81,pilpres,O
,Kalimat81,2024.,B-TIM
,Kalimat81,simak,O
,Kalimat81,juga,O
,Kalimat81,ragam,O
,Kalimat81,reaksi,O
,Kalimat81,soal,O
,Kalimat81,cak,O
,Kalimat81,imin,B-PER
,Kalimat81,sebut,O
,Kalimat81,tukang,O
,Kalimat81,becak,O
